# huge temporal dataset for stress validation
# format: time_id node_u node_v
0 1 2
0 67 68
0 68 69
0 69 70
0 70 71
0 71 72
0 72 73
0 73 74
0 74 75
0 75 76
0 76 77
0 77 78
0 78 79
0 79 80
0 80 81
0 81 82
0 82 83
0 83 84
0 84 85
0 85 86
0 86 87
0 87 88
0 88 89
0 89 90
0 90 91
0 91 92
0 92 93
0 93 94
0 94 95
0 95 96
0 96 97
0 97 98
0 98 99
0 99 100
0 100 101
0 101 102
0 102 103
0 103 104
0 104 105
0 105 106
0 106 107
0 107 108
0 108 109
0 109 110
0 110 111
0 111 112
0 112 113
0 113 114
0 114 115
0 115 116
0 116 117
0 117 118
0 118 119
0 119 120
0 120 121
0 121 122
0 122 123
0 123 124
0 124 125
0 125 126
0 126 127
0 127 128
0 128 129
0 129 130
0 130 131
0 131 132
0 132 133
0 133 134
0 134 135
0 135 136
0 136 137
0 137 138
0 138 139
0 139 140
0 140 141
0 141 142
0 142 143
0 143 144
0 144 145
0 145 146
0 146 147
0 147 148
0 148 149
0 149 150
0 150 151
0 151 152
0 152 153
0 153 154
0 154 155
0 155 156
0 156 157
0 157 158
0 158 159
0 159 160
0 160 161
0 161 162
0 162 163
0 163 164
0 164 165
0 165 166
0 166 167
0 167 168
0 168 169
0 169 170
0 170 171
0 171 172
0 172 173
0 173 174
0 174 175
0 175 176
0 176 177
0 177 178
0 178 179
0 179 180
0 180 181
0 181 182
0 182 183
0 183 184
0 184 185
0 185 186
0 186 187
0 187 188
0 188 189
0 189 190
0 190 191
0 191 192
0 192 193
0 193 194
0 194 195
0 195 196
0 196 197
0 197 198
0 198 199
0 199 200
0 200 201
0 201 202
0 202 203
0 203 204
0 204 205
0 205 206
0 206 207
0 207 208
0 208 209
0 209 210
0 210 211
0 211 212
0 212 213
0 213 214
0 214 215
0 215 216
0 216 217
0 217 218
0 218 219
0 219 220
0 220 221
0 221 222
0 222 223
0 223 224
0 224 225
0 225 226
0 226 227
0 227 228
0 228 229
0 229 230
0 230 231
0 231 232
0 232 233
0 233 234
0 234 235
0 235 236
0 236 237
0 237 238
0 238 239
0 239 240
0 240 241
0 241 242
0 242 243
0 243 244
0 244 245
0 245 246
0 246 247
0 247 248
0 248 249
0 249 250
0 250 251
0 251 252
0 252 253
0 253 254
0 254 255
0 255 256
0 256 257
0 257 258
0 258 259
0 259 260
0 260 261
0 261 262
0 262 263
0 263 264
0 264 265
0 265 266
0 266 267
0 267 268
0 268 269
0 269 270
0 270 271
0 271 272
0 272 273
0 273 274
0 274 275
0 275 276
0 276 277
0 277 278
0 278 279
0 279 280
0 280 281
0 281 282
0 282 283
0 283 284
0 284 285
0 285 286
0 286 287
0 287 288
0 288 289
0 289 290
0 290 291
0 291 292
0 292 293
0 293 294
0 294 295
0 295 296
0 296 297
0 297 298
0 298 299
0 299 300
0 300 301
0 301 302
0 302 303
0 303 304
0 304 305
0 305 306
0 306 307
0 307 308
0 308 309
0 309 310
0 310 311
0 311 312
0 312 313
0 313 314
0 314 315
0 315 316
0 316 317
0 317 318
0 318 319
0 319 320
0 320 1
0 20 72
0 37 101
0 54 130
0 71 159
0 88 188
0 105 217
0 122 246
0 139 275
0 156 304
0 13 173
0 42 190
0 71 207
0 100 224
0 129 241
0 158 258
0 187 275
0 216 292
0 245 309
0 6 274
0 23 303
0 12 40
0 41 57
0 70 74
0 91 99
0 108 128
0 125 157
0 142 186
0 159 215
0 176 244
0 193 273
0 210 302
0 11 227
0 40 244
0 69 261
0 98 278
0 127 295
0 156 312
0 9 185
0 26 214
0 43 243
0 60 272
0 77 301
0 10 94
0 39 111
0 68 128
0 97 145
0 126 162
0 155 179
0 184 196
0 213 214
0 230 242
0 247 271
0 264 300
0 9 281
0 38 298
0 67 315
0 12 96
0 29 125
0 46 154
0 63 183
0 80 212
0 97 241
0 114 270
0 131 299
0 8 148
0 37 165
0 66 182
0 95 199
0 124 216
0 153 233
0 182 250
0 211 267
0 240 284
0 269 301
0 298 318
0 7 15
0 32 36
0 49 65
0 66 94
0 83 123
0 100 152
0 117 181
0 134 210
0 151 239
0 168 268
0 185 297
0 6 202
0 35 219
0 64 236
0 93 253
0 122 270
0 151 287
0 180 304
0 1 209
0 18 238
0 35 267
0 52 296
0 5 69
0 34 86
0 63 103
0 92 120
0 121 137
0 150 154
0 171 179
0 188 208
0 205 237
0 222 266
0 239 295
0 4 256
0 33 273
0 62 290
0 91 307
0 4 120
0 21 149
0 38 178
0 55 207
0 72 236
0 89 265
0 106 294
0 3 123
0 32 140
0 61 157
0 90 174
0 119 191
0 148 208
0 177 225
0 206 242
0 235 259
0 264 276
0 293 294
0 2 310
0 7 31
0 24 60
0 41 89
0 58 118
0 75 147
0 92 176
0 109 205
0 126 234
0 143 263
0 160 292
0 1 177
0 30 194
0 59 211
0 88 228
0 117 245
0 146 262
0 175 279
0 204 296
0 233 313
0 10 262
0 27 291
0 44 320
0 29 61
0 58 78
0 87 95
0 112 116
0 129 145
0 146 174
0 163 203
0 180 232
0 197 261
0 214 290
0 231 319
0 28 248
0 57 265
0 86 282
0 115 299
0 144 316
0 13 173
0 30 202
0 47 231
0 64 260
0 81 289
0 98 318
0 27 115
0 56 132
0 85 149
0 114 166
0 143 183
0 172 200
0 201 217
0 230 234
0 251 259
0 268 288
0 285 317
0 26 302
0 55 319
0 16 84
0 33 113
0 50 142
0 67 171
0 84 200
0 101 229
0 118 258
0 135 287
0 152 316
0 25 169
0 54 186
0 83 203
0 112 220
0 141 237
0 170 254
0 199 271
0 228 288
0 257 305
0 2 286
0 19 315
0 24 36
0 53 54
0 70 82
0 87 111
0 104 140
0 121 169
0 138 198
0 155 227
0 172 256
0 189 285
0 206 314
0 23 223
0 52 240
0 81 257
0 110 274
0 139 291
0 168 308
0 5 197
0 22 226
0 39 255
0 56 284
0 73 313
0 22 90
0 51 107
0 80 124
0 109 141
0 138 158
0 167 175
0 192 196
0 209 225
0 226 254
0 243 283
0 260 312
0 21 277
0 50 294
0 79 311
0 8 108
0 25 137
0 42 166
0 59 195
0 76 224
0 93 253
0 110 282
0 127 311
0 20 144
0 49 161
0 78 178
0 107 195
0 136 212
0 165 229
0 194 246
0 223 263
0 252 280
0 281 297
0 310 314
0 11 19
0 28 48
0 45 77
0 62 106
0 79 135
0 96 164
0 113 193
0 130 222
0 147 251
0 164 280
0 181 309
0 18 198
0 47 215
0 76 232
0 105 249
0 134 266
0 163 283
0 192 300
0 221 317
0 14 250
0 31 279
0 48 308
0 17 65
0 46 82
0 75 99
0 104 116
0 133 134
0 150 162
0 167 191
0 184 220
0 201 249
0 218 278
0 235 307
0 16 252
0 45 269
0 74 286
0 103 303
1 4 5
1 4 6
1 4 7
1 4 8
1 4 9
1 4 10
1 4 11
1 4 12
1 4 13
1 4 14
1 4 15
1 5 6
1 5 7
1 5 8
1 5 9
1 5 10
1 5 11
1 5 12
1 5 13
1 5 14
1 5 15
1 6 7
1 6 8
1 6 9
1 6 10
1 6 11
1 6 12
1 6 13
1 6 14
1 6 15
1 7 8
1 7 9
1 7 10
1 7 11
1 7 12
1 7 13
1 7 14
1 7 15
1 8 9
1 8 10
1 8 11
1 8 12
1 8 13
1 8 14
1 8 15
1 9 10
1 9 11
1 9 12
1 9 13
1 9 14
1 9 15
1 10 11
1 10 12
1 10 13
1 10 14
1 10 15
1 11 12
1 11 13
1 11 14
1 11 15
1 12 13
1 12 14
1 12 15
1 13 14
1 13 15
1 14 15
1 2 7
1 2 12
1 2 17
1 2 22
1 2 27
1 2 32
1 2 37
1 2 42
1 2 47
1 7 12
1 7 17
1 7 22
1 7 27
1 7 32
1 7 37
1 7 42
1 7 47
1 12 17
1 12 22
1 12 27
1 12 32
1 12 37
1 12 42
1 12 47
1 17 22
1 17 27
1 17 32
1 17 37
1 17 42
1 17 47
1 22 27
1 22 32
1 22 37
1 22 42
1 22 47
1 27 32
1 27 37
1 27 42
1 27 47
1 32 37
1 32 42
1 32 47
1 37 42
1 37 47
1 42 47
1 34 41
1 34 48
1 34 55
1 34 62
1 34 69
1 34 76
1 34 83
1 34 90
1 41 48
1 41 55
1 41 62
1 41 69
1 41 76
1 41 83
1 41 90
1 48 55
1 48 62
1 48 69
1 48 76
1 48 83
1 48 90
1 55 62
1 55 69
1 55 76
1 55 83
1 55 90
1 62 69
1 62 76
1 62 83
1 62 90
1 69 76
1 69 83
1 69 90
1 76 83
1 76 90
1 83 90
1 1 2
1 2 3
1 3 4
1 4 5
1 5 6
1 6 7
1 7 8
1 8 9
1 9 10
1 10 11
1 11 12
1 12 13
1 13 14
1 14 15
1 15 16
1 16 17
1 17 18
1 18 19
1 19 20
1 20 21
1 21 22
1 22 23
1 23 24
1 24 25
1 25 26
1 26 27
1 27 28
1 28 29
1 29 30
1 30 31
1 31 32
1 32 33
1 33 34
1 34 35
1 35 36
1 36 37
1 37 38
1 38 39
1 39 40
1 40 41
1 41 42
1 42 43
1 43 44
1 44 45
1 45 46
1 46 47
1 47 48
1 48 49
1 49 50
1 50 51
1 51 52
1 52 53
1 53 54
1 54 55
1 55 56
1 56 57
1 57 58
1 58 59
1 59 60
1 60 61
1 61 62
1 62 63
1 63 64
1 64 65
1 65 66
1 66 67
1 67 68
1 68 69
1 69 70
1 70 71
1 71 72
1 72 73
1 73 74
1 74 75
1 75 76
1 76 77
1 77 78
1 78 79
1 79 80
1 80 81
1 81 82
1 82 83
1 83 84
1 84 85
1 85 86
1 86 87
1 87 88
1 88 89
1 89 90
1 90 91
1 91 92
1 92 93
1 93 94
1 94 95
1 95 96
1 96 97
1 97 98
1 98 99
1 99 100
1 100 101
1 101 102
1 102 103
1 103 104
1 104 105
1 105 106
1 106 107
1 107 108
1 108 109
1 109 110
1 110 111
1 111 112
1 112 113
1 113 114
1 114 115
1 115 116
1 116 117
1 117 118
1 118 119
1 119 120
1 120 121
1 121 122
1 122 123
1 123 124
1 124 125
1 125 126
1 126 127
1 127 128
1 128 129
1 129 130
1 130 131
1 131 132
1 132 133
1 133 134
1 134 135
1 135 136
1 136 137
1 137 138
1 138 139
1 139 140
1 140 141
1 141 142
1 142 143
1 143 144
1 144 145
1 145 146
1 146 147
1 147 148
1 148 149
1 149 150
1 150 151
1 151 152
1 152 153
1 153 154
1 154 155
1 155 156
1 156 157
1 157 158
1 158 159
1 159 160
1 160 161
1 161 162
1 162 163
1 163 164
1 164 165
1 165 166
1 166 167
1 167 168
1 168 169
1 169 170
1 170 171
1 171 172
1 172 173
1 173 174
1 174 175
1 175 176
1 176 177
1 177 178
1 178 179
1 179 180
1 180 181
1 181 182
1 182 183
1 183 184
1 184 185
1 185 186
1 186 187
1 187 188
1 188 189
1 189 190
1 190 191
1 191 192
1 192 193
1 193 194
1 194 195
1 195 196
1 196 197
1 197 198
1 198 199
1 199 200
1 200 201
1 201 202
1 202 203
1 203 204
1 204 205
1 205 206
1 206 207
1 207 208
1 208 209
1 209 210
1 210 211
1 211 212
1 212 213
1 213 214
1 214 215
1 215 216
1 216 217
1 217 218
1 218 219
1 219 220
1 220 221
1 221 222
1 222 223
1 223 224
1 224 225
1 225 226
1 226 227
1 227 228
1 228 229
1 229 230
1 230 231
1 231 232
1 232 233
1 233 234
1 234 235
1 235 236
1 236 237
1 237 238
1 238 239
1 239 240
1 240 241
1 241 242
1 242 243
1 243 244
1 244 245
1 245 246
1 246 247
1 247 248
1 248 249
1 249 250
1 250 251
1 251 252
1 252 253
1 253 254
1 254 255
1 255 256
1 256 257
1 257 258
1 258 259
1 259 260
1 260 261
1 261 262
1 262 263
1 263 264
1 264 265
1 265 266
1 266 267
1 267 268
1 268 269
1 269 270
1 270 271
1 271 272
1 272 273
1 273 274
1 274 275
1 275 276
1 276 277
1 277 278
1 278 279
1 279 280
1 280 281
1 281 282
1 282 283
1 283 284
1 284 285
1 285 286
1 286 287
1 287 288
1 288 289
1 289 290
1 290 291
1 291 292
1 292 293
1 293 294
1 294 295
1 295 296
1 296 297
1 297 298
1 298 299
1 299 300
1 300 301
1 301 302
1 302 303
1 303 304
1 304 305
1 305 306
1 306 307
1 307 308
1 308 309
1 309 310
1 310 311
1 311 312
1 312 313
1 313 314
1 314 315
1 315 316
1 316 317
1 317 318
1 318 319
1 319 320
1 320 1
1 151 269
1 168 298
1 7 185
1 36 202
1 65 219
1 94 236
1 123 253
1 152 270
1 181 287
1 210 304
1 1 239
1 18 268
1 35 297
1 6 52
1 35 69
1 64 86
1 93 103
1 120 122
1 137 151
1 154 180
1 171 209
1 188 238
1 205 267
1 222 296
1 5 239
1 34 256
1 63 273
1 92 290
1 121 307
1 4 150
1 21 179
1 38 208
1 55 237
1 72 266
1 89 295
1 4 106
1 33 123
1 62 140
1 91 157
1 120 174
1 149 191
1 178 208
1 207 225
1 236 242
1 259 265
1 276 294
1 3 293
1 32 310
1 7 61
1 24 90
1 41 119
1 58 148
1 75 177
1 92 206
1 109 235
1 126 264
1 143 293
1 2 160
1 31 177
1 60 194
1 89 211
1 118 228
1 147 245
1 176 262
1 205 279
1 234 296
1 263 313
1 10 292
1 1 27
1 30 44
1 59 61
1 78 88
1 95 117
1 112 146
1 129 175
1 146 204
1 163 233
1 180 262
1 197 291
1 214 320
1 29 231
1 58 248
1 87 265
1 116 282
1 145 299
1 174 316
1 13 203
1 30 232
1 47 261
1 64 290
1 81 319
1 28 98
1 57 115
1 86 132
1 115 149
1 144 166
1 173 183
1 200 202
1 217 231
1 234 260
1 251 289
1 268 318
1 27 285
1 56 302
1 85 319
1 16 114
1 33 143
1 50 172
1 67 201
1 84 230
1 101 259
1 118 288
1 135 317
1 26 152
1 55 169
1 84 186
1 113 203
1 142 220
1 171 237
1 200 254
1 229 271
1 258 288
1 287 305
1 2 316
1 19 25
1 36 54
1 53 83
1 70 112
1 87 141
1 104 170
1 121 199
1 138 228
1 155 257
1 172 286
1 189 315
1 24 206
1 53 223
1 82 240
1 111 257
1 140 274
1 169 291
1 198 308
1 5 227
1 22 256
1 39 285
1 56 314
1 23 73
1 52 90
1 81 107
1 110 124
1 139 141
1 158 168
1 175 197
1 192 226
1 209 255
1 226 284
1 243 313
1 22 260
1 51 277
1 80 294
1 109 311
1 8 138
1 25 167
1 42 196
1 59 225
1 76 254
1 93 283
1 110 312
1 21 127
1 50 144
1 79 161
1 108 178
1 137 195
1 166 212
1 195 229
1 224 246
1 253 263
1 280 282
1 297 311
1 20 314
1 11 49
1 28 78
1 45 107
1 62 136
1 79 165
1 96 194
1 113 223
1 130 252
1 147 281
1 164 310
1 19 181
1 48 198
1 77 215
1 106 232
1 135 249
1 164 266
1 193 283
1 222 300
1 251 317
1 14 280
1 31 309
1 18 48
1 47 65
1 76 82
1 99 105
1 116 134
1 133 163
1 150 192
1 167 221
1 184 250
1 201 279
1 218 308
1 17 235
1 46 252
1 75 269
1 104 286
1 133 303
1 162 320
1 17 191
1 34 220
1 51 249
1 68 278
1 85 307
1 16 102
1 45 119
1 74 136
1 103 153
1 132 170
1 161 187
1 190 204
1 219 221
1 238 248
1 255 277
1 272 306
1 15 289
1 44 306
1 3 73
1 20 102
1 37 131
1 54 160
1 71 189
1 88 218
1 105 247
1 122 276
1 139 305
1 14 156
1 43 173
1 72 190
1 101 207
1 130 224
1 159 241
1 188 258
1 217 275
1 246 292
1 275 309
1 6 304
1 13 23
1 40 42
1 57 71
1 74 100
1 91 129
1 108 158
1 125 187
1 142 216
1 159 245
1 176 274
1 193 303
1 12 210
1 41 227
1 70 244
1 99 261
1 128 278
1 157 295
1 186 312
1 9 215
1 26 244
1 43 273
1 60 302
1 11 77
1 40 94
1 69 111
1 98 128
1 127 145
1 156 162
1 179 185
1 196 214
1 213 243
1 230 272
1 247 301
1 10 264
1 39 281
1 68 298
1 97 315
1 12 126
1 29 155
1 46 184
1 63 213
1 80 242
1 97 271
1 114 300
2 7 8
2 7 9
2 7 10
2 7 11
2 7 12
2 7 13
2 7 14
2 7 15
2 7 16
2 7 17
2 7 18
2 8 9
2 8 10
2 8 11
2 8 12
2 8 13
2 8 14
2 8 15
2 8 16
2 8 17
2 8 18
2 9 10
2 9 11
2 9 12
2 9 13
2 9 14
2 9 15
2 9 16
2 9 17
2 9 18
2 10 11
2 10 12
2 10 13
2 10 14
2 10 15
2 10 16
2 10 17
2 10 18
2 11 12
2 11 13
2 11 14
2 11 15
2 11 16
2 11 17
2 11 18
2 12 13
2 12 14
2 12 15
2 12 16
2 12 17
2 12 18
2 13 14
2 13 15
2 13 16
2 13 17
2 13 18
2 14 15
2 14 16
2 14 17
2 14 18
2 15 16
2 15 17
2 15 18
2 16 17
2 16 18
2 17 18
2 3 8
2 3 13
2 3 18
2 3 23
2 3 28
2 3 33
2 3 38
2 3 43
2 3 48
2 8 13
2 8 18
2 8 23
2 8 28
2 8 33
2 8 38
2 8 43
2 8 48
2 13 18
2 13 23
2 13 28
2 13 33
2 13 38
2 13 43
2 13 48
2 18 23
2 18 28
2 18 33
2 18 38
2 18 43
2 18 48
2 23 28
2 23 33
2 23 38
2 23 43
2 23 48
2 28 33
2 28 38
2 28 43
2 28 48
2 33 38
2 33 43
2 33 48
2 38 43
2 38 48
2 43 48
2 36 43
2 36 50
2 36 57
2 36 64
2 36 71
2 36 78
2 36 85
2 36 92
2 43 50
2 43 57
2 43 64
2 43 71
2 43 78
2 43 85
2 43 92
2 50 57
2 50 64
2 50 71
2 50 78
2 50 85
2 50 92
2 57 64
2 57 71
2 57 78
2 57 85
2 57 92
2 64 71
2 64 78
2 64 85
2 64 92
2 71 78
2 71 85
2 71 92
2 78 85
2 78 92
2 85 92
2 1 2
2 2 3
2 3 4
2 4 5
2 5 6
2 6 7
2 7 8
2 8 9
2 9 10
2 10 11
2 11 12
2 12 13
2 13 14
2 14 15
2 15 16
2 16 17
2 17 18
2 18 19
2 19 20
2 20 21
2 21 22
2 22 23
2 23 24
2 24 25
2 25 26
2 26 27
2 27 28
2 28 29
2 29 30
2 30 31
2 31 32
2 32 33
2 33 34
2 34 35
2 35 36
2 36 37
2 37 38
2 38 39
2 39 40
2 40 41
2 41 42
2 42 43
2 43 44
2 44 45
2 45 46
2 46 47
2 47 48
2 48 49
2 49 50
2 50 51
2 51 52
2 52 53
2 53 54
2 54 55
2 55 56
2 56 57
2 57 58
2 58 59
2 59 60
2 60 61
2 61 62
2 62 63
2 63 64
2 64 65
2 65 66
2 66 67
2 67 68
2 68 69
2 69 70
2 70 71
2 71 72
2 72 73
2 73 74
2 74 75
2 75 76
2 76 77
2 77 78
2 78 79
2 79 80
2 80 81
2 81 82
2 82 83
2 83 84
2 84 85
2 85 86
2 86 87
2 87 88
2 88 89
2 89 90
2 90 91
2 91 92
2 92 93
2 93 94
2 94 95
2 95 96
2 96 97
2 97 98
2 98 99
2 99 100
2 100 101
2 101 102
2 102 103
2 103 104
2 104 105
2 105 106
2 106 107
2 107 108
2 108 109
2 109 110
2 110 111
2 111 112
2 112 113
2 113 114
2 114 115
2 115 116
2 116 117
2 117 118
2 118 119
2 119 120
2 120 121
2 121 122
2 122 123
2 123 124
2 124 125
2 125 126
2 126 127
2 127 128
2 128 129
2 129 130
2 130 131
2 131 132
2 132 133
2 133 134
2 134 135
2 135 136
2 136 137
2 137 138
2 138 139
2 139 140
2 140 141
2 141 142
2 142 143
2 143 144
2 144 145
2 145 146
2 146 147
2 147 148
2 148 149
2 149 150
2 150 151
2 151 152
2 152 153
2 153 154
2 154 155
2 155 156
2 156 157
2 157 158
2 158 159
2 159 160
2 160 161
2 161 162
2 162 163
2 163 164
2 164 165
2 165 166
2 166 167
2 167 168
2 168 169
2 169 170
2 170 171
2 171 172
2 172 173
2 173 174
2 174 175
2 175 176
2 176 177
2 177 178
2 178 179
2 179 180
2 180 181
2 181 182
2 182 183
2 183 184
2 184 185
2 185 186
2 186 187
2 187 188
2 188 189
2 189 190
2 190 191
2 191 192
2 192 193
2 193 194
2 194 195
2 195 196
2 196 197
2 197 198
2 198 199
2 199 200
2 200 201
2 201 202
2 202 203
2 203 204
2 204 205
2 205 206
2 206 207
2 207 208
2 208 209
2 209 210
2 210 211
2 211 212
2 212 213
2 213 214
2 214 215
2 215 216
2 216 217
2 217 218
2 218 219
2 219 220
2 220 221
2 221 222
2 222 223
2 223 224
2 224 225
2 225 226
2 226 227
2 227 228
2 228 229
2 229 230
2 230 231
2 231 232
2 232 233
2 233 234
2 234 235
2 235 236
2 236 237
2 237 238
2 238 239
2 239 240
2 240 241
2 241 242
2 242 243
2 243 244
2 244 245
2 245 246
2 246 247
2 247 248
2 248 249
2 249 250
2 250 251
2 251 252
2 252 253
2 253 254
2 254 255
2 255 256
2 256 257
2 257 258
2 258 259
2 259 260
2 260 261
2 261 262
2 262 263
2 263 264
2 264 265
2 265 266
2 266 267
2 267 268
2 268 269
2 269 270
2 270 271
2 271 272
2 272 273
2 273 274
2 274 275
2 275 276
2 276 277
2 277 278
2 278 279
2 279 280
2 280 281
2 281 282
2 282 283
2 283 284
2 284 285
2 285 286
2 286 287
2 287 288
2 288 289
2 289 290
2 290 291
2 291 292
2 292 293
2 293 294
2 294 295
2 295 296
2 296 297
2 297 298
2 298 299
2 299 300
2 300 301
2 301 302
2 302 303
2 303 304
2 304 305
2 305 306
2 306 307
2 307 308
2 308 309
2 309 310
2 310 311
2 311 312
2 312 313
2 313 314
2 314 315
2 315 316
2 316 317
2 317 318
2 318 319
2 319 320
2 320 1
2 146 282
2 175 299
2 204 316
2 13 233
2 30 262
2 47 291
2 64 320
2 29 81
2 58 98
2 87 115
2 116 132
2 145 149
2 166 174
2 183 203
2 200 232
2 217 261
2 234 290
2 251 319
2 28 268
2 57 285
2 86 302
2 115 319
2 16 144
2 33 173
2 50 202
2 67 231
2 84 260
2 101 289
2 118 318
2 27 135
2 56 152
2 85 169
2 114 186
2 143 203
2 172 220
2 201 237
2 230 254
2 259 271
2 288 289
2 305 317
2 2 26
2 19 55
2 36 84
2 53 113
2 70 142
2 87 171
2 104 200
2 121 229
2 138 258
2 155 287
2 172 316
2 25 189
2 54 206
2 83 223
2 112 240
2 141 257
2 170 274
2 199 291
2 228 308
2 5 257
2 22 286
2 39 315
2 24 56
2 53 73
2 82 90
2 107 111
2 124 140
2 141 169
2 158 198
2 175 227
2 192 256
2 209 285
2 226 314
2 23 243
2 52 260
2 81 277
2 110 294
2 139 311
2 8 168
2 25 197
2 42 226
2 59 255
2 76 284
2 93 313
2 22 110
2 51 127
2 80 144
2 109 161
2 138 178
2 167 195
2 196 212
2 225 229
2 246 254
2 263 283
2 280 312
2 21 297
2 50 314
2 11 79
2 28 108
2 45 137
2 62 166
2 79 195
2 96 224
2 113 253
2 130 282
2 147 311
2 20 164
2 49 181
2 78 198
2 107 215
2 136 232
2 165 249
2 194 266
2 223 283
2 252 300
2 281 317
2 14 310
2 19 31
2 48 49
2 65 77
2 82 106
2 99 135
2 116 164
2 133 193
2 150 222
2 167 251
2 184 280
2 201 309
2 18 218
2 47 235
2 76 252
2 105 269
2 134 286
2 163 303
2 192 320
2 17 221
2 34 250
2 51 279
2 68 308
2 17 85
2 46 102
2 75 119
2 104 136
2 133 153
2 162 170
2 187 191
2 204 220
2 221 249
2 238 278
2 255 307
2 16 272
2 45 289
2 74 306
2 3 103
2 20 132
2 37 161
2 54 190
2 71 219
2 88 248
2 105 277
2 122 306
2 15 139
2 44 156
2 73 173
2 102 190
2 131 207
2 160 224
2 189 241
2 218 258
2 247 275
2 276 292
2 305 309
2 6 14
2 23 43
2 40 72
2 57 101
2 74 130
2 91 159
2 108 188
2 125 217
2 142 246
2 159 275
2 176 304
2 13 193
2 42 210
2 71 227
2 100 244
2 129 261
2 158 278
2 187 295
2 216 312
2 9 245
2 26 274
2 43 303
2 12 60
2 41 77
2 70 94
2 99 111
2 128 129
2 145 157
2 162 186
2 179 215
2 196 244
2 213 273
2 230 302
2 11 247
2 40 264
2 69 281
2 98 298
2 127 315
2 12 156
2 29 185
2 46 214
2 63 243
2 80 272
2 97 301
2 10 114
2 39 131
2 68 148
2 97 165
2 126 182
2 155 199
2 184 216
2 213 233
2 242 250
2 267 271
2 284 300
2 9 301
2 38 318
2 15 67
2 32 96
2 49 125
2 66 154
2 83 183
2 100 212
2 117 241
2 134 270
2 151 299
2 8 168
2 37 185
2 66 202
2 95 219
2 124 236
2 153 253
2 182 270
2 211 287
2 240 304
2 1 269
2 18 298
2 7 35
2 36 52
2 65 69
2 86 94
2 103 123
2 120 152
2 137 181
2 154 210
2 171 239
2 188 268
2 205 297
2 6 222
2 35 239
2 64 256
2 93 273
2 122 290
2 151 307
2 4 180
2 21 209
2 38 238
2 55 267
2 72 296
2 5 89
2 34 106
2 63 123
2 92 140
2 121 157
2 150 174
2 179 191
2 208 209
2 225 237
2 242 266
2 259 295
2 4 276
2 33 293
2 62 310
2 7 91
2 24 120
2 41 149
2 58 178
2 75 207
2 92 236
2 109 265
2 126 294
2 3 143
2 32 160
2 61 177
2 90 194
2 119 211
2 148 228
2 177 245
3 10 11
3 10 12
3 10 13
3 10 14
3 10 15
3 10 16
3 10 17
3 10 18
3 10 19
3 10 20
3 10 21
3 11 12
3 11 13
3 11 14
3 11 15
3 11 16
3 11 17
3 11 18
3 11 19
3 11 20
3 11 21
3 12 13
